cohort,model,method,repeat,n,positive_rate,raw_accuracy,calibrated_accuracy,accuracy_change,raw_balanced_accuracy,calibrated_balanced_accuracy,balanced_accuracy_change,raw_sensitivity,calibrated_sensitivity,sensitivity_change,raw_specificity,calibrated_specificity,specificity_change,raw_auroc,calibrated_auroc,auroc_change,raw_auprc,calibrated_auprc,auprc_change,raw_brier,calibrated_brier,brier_improvement,raw_log_loss,calibrated_log_loss,log_loss_improvement,raw_ece_5,calibrated_ece_5,ece_5_improvement,raw_ece_10,calibrated_ece_10,ece_10_improvement
child,rf,isotonic,9,290,0.48275862,0.93793103,0.92413793,-0.01379310,0.93833333,0.92404762,-0.01428571,0.95000000,0.92142857,-0.02857143,0.92666667,0.92666667,0.00000000,0.98657143,0.97983333,-0.00673810,0.98624589,0.96964608,-0.01659981,0.09101071,0.04993036,0.04108034,0.32595558,0.38343062,-0.05747503,0.16147954,0.01424213,0.14723741,0.19304077,0.02971299,0.16332778
child,rf,beta,0,290,0.48275862,0.93793103,0.93448276,-0.00344828,0.93833333,0.93428571,-0.00404762,0.95000000,0.92857143,-0.02142857,0.92666667,0.94000000,0.01333333,0.98842857,0.98771429,-0.00071429,0.98815202,0.98753572,-0.00061630,0.08824546,0.04568375,0.04256171,0.31891834,0.14199391,0.17692443,0.16094717,0.01402201,0.14692516,0.18879090,0.02349301,0.16529790
child,rf,beta,1,290,0.48275862,0.93793103,0.93103448,-0.00689655,0.93857143,0.93095238,-0.00761905,0.95714286,0.92857143,-0.02857143,0.92000000,0.93333333,0.01333333,0.98566667,0.98538095,-0.00028571,0.98510172,0.98506313,-0.00003859,0.09122665,0.04815330,0.04307335,0.32611001,0.15035913,0.17575089,0.15352891,0.02579740,0.12773152,0.19295195,0.04449246,0.14845949
child,rf,beta,2,290,0.48275862,0.93793103,0.94137931,0.00344828,0.93833333,0.94142857,0.00309524,0.95000000,0.94285714,-0.00714286,0.92666667,0.94000000,0.01333333,0.98633333,0.98561905,-0.00071429,0.98664414,0.98616755,-0.00047658,0.08999761,0.04598487,0.04401274,0.32224699,0.15225494,0.16999204,0.16203663,0.00709207,0.15494456,0.18974700,0.03222136,0.15752564
child,rf,beta,3,290,0.48275862,0.92068966,0.91724138,-0.00344828,0.92095238,0.91738095,-0.00357143,0.92857143,0.92142857,-0.00714286,0.91333333,0.91333333,0.00000000,0.98514286,0.98385714,-0.00128571,0.98457312,0.98308702,-0.00148610,0.08962173,0.05358681,0.03603492,0.32094068,0.16119881,0.15974187,0.15065970,0.01651540,0.13414431,0.17107273,0.03603738,0.13503535
child,rf,beta,4,290,0.48275862,0.95517241,0.94827586,-0.00689655,0.95547619,0.94833333,-0.00714286,0.96428571,0.95000000,-0.01428571,0.94666667,0.94666667,0.00000000,0.98842857,0.98823810,-0.00019048,0.98766206,0.98737493,-0.00028713,0.08853327,0.04165774,0.04687553,0.31997801,0.13767637,0.18230164,0.15134749,0.02272589,0.12862160,0.20659836,0.04707301,0.15952535
child,rf,beta,5,290,0.48275862,0.93793103,0.93448276,-0.00344828,0.93809524,0.93404762,-0.00404762,0.94285714,0.92142857,-0.02142857,0.93333333,0.94666667,0.01333333,0.98495238,0.98476190,-0.00019048,0.98463288,0.98465611,0.00002323,0.08982682,0.04912085,0.04070597,0.32218738,0.15838438,0.16380300,0.15158840,0.01409356,0.13749484,0.18880779,0.01759972,0.17120807
child,rf,beta,6,290,0.48275862,0.94827586,0.95172414,0.00344828,0.94809524,0.95119048,0.00309524,0.94285714,0.93571429,-0.00714286,0.95333333,0.96666667,0.01333333,0.99185714,0.99161905,-0.00023810,0.99176109,0.99148586,-0.00027523,0.08680923,0.03702366,0.04978558,0.31584847,0.12145182,0.19439665,0.16862246,0.02025740,0.14836506,0.19925270,0.03167821,0.16757448
child,rf,beta,7,290,0.48275862,0.94827586,0.94137931,-0.00689655,0.94857143,0.94142857,-0.00714286,0.95714286,0.94285714,-0.01428571,0.94000000,0.94000000,0.00000000,0.98995238,0.98990476,-0.00004762,0.99009317,0.99000578,-0.00008739,0.08734183,0.04009811,0.04724372,0.31682521,0.12936164,0.18746356,0.17133174,0.02267859,0.14865315,0.19891709,0.02975453,0.16916256
child,rf,beta,8,290,0.48275862,0.92758621,0.92758621,0.00000000,0.92738095,0.92714286,-0.00023810,0.92142857,0.91428571,-0.00714286,0.93333333,0.94000000,0.00666667,0.98923810,0.98866667,-0.00057143,0.98904201,0.98854321,-0.00049880,0.08855932,0.04537163,0.04318770,0.31918372,0.13726669,0.18191703,0.16793757,0.01864812,0.14928946,0.17948338,0.02543925,0.15404413
child,rf,beta,9,290,0.48275862,0.93793103,0.93793103,0.00000000,0.93833333,0.93761905,-0.00071429,0.95000000,0.92857143,-0.02142857,0.92666667,0.94666667,0.02000000,0.98657143,0.98561905,-0.00095238,0.98624589,0.98483716,-0.00140873,0.09101071,0.04539146,0.04561925,0.32595558,0.15373919,0.17221639,0.16147954,0.01474796,0.14673158,0.19304077,0.04060963,0.15243113
child,svm,platt,0,290,0.48275862,0.96896552,0.96896552,0.00000000,0.96857143,0.96857143,0.00000000,0.95714286,0.95714286,0.00000000,0.98000000,0.98000000,0.00000000,0.99666667,0.99752381,0.00085714,0.99662098,0.99743747,0.00081649,0.08201374,0.02127685,0.06073690,0.31249519,0.06814606,0.24434914,0.19285843,0.00907744,0.18378099,0.22359061,0.01537554,0.20821507
child,svm,platt,1,290,0.48275862,0.97586207,0.97586207,0.00000000,0.97595238,0.97547619,-0.00047619,0.97857143,0.96428571,-0.01428571,0.97333333,0.98666667,0.01333333,0.99676190,0.99657143,-0.00019048,0.99653965,0.99639501,-0.00014465,0.08247485,0.02272559,0.05974925,0.31362718,0.07586068,0.23776650,0.17958512,0.00713303,0.17245209,0.23149924,0.02699787,0.20450137
child,svm,platt,2,290,0.48275862,0.96206897,0.96551724,0.00344828,0.96238095,0.96571429,0.00333333,0.97142857,0.97142857,0.00000000,0.95333333,0.96000000,0.00666667,0.99766667,0.99714286,-0.00052381,0.99766245,0.99716425,-0.00049819,0.08081214,0.02199755,0.05881460,0.31025888,0.06882000,0.24143888,0.20144395,0.02527302,0.17617094,0.21625997,0.03212812,0.18413185
child,svm,platt,3,290,0.48275862,0.96206897,0.96206897,0.00000000,0.96190476,0.96190476,0.00000000,0.95714286,0.95714286,0.00000000,0.96666667,0.96666667,0.00000000,0.99552381,0.99480952,-0.00071429,0.99552021,0.99482488,-0.00069533,0.08395156,0.02729056,0.05666100,0.31650416,0.08600878,0.23049539,0.18623059,0.01449990,0.17173070,0.21864941,0.01474959,0.20389981
child,svm,platt,4,290,0.48275862,0.95862069,0.96206897,0.00344828,0.95880952,0.96190476,0.00309524,0.96428571,0.95714286,-0.00714286,0.95333333,0.96666667,0.01333333,0.99561905,0.99538095,-0.00023810,0.99538543,0.99515470,-0.00023073,0.08241530,0.02779601,0.05461929,0.31298255,0.08831500,0.22466755,0.18972393,0.01262163,0.17710230,0.21225861,0.02484169,0.18741692
child,svm,platt,5,290,0.48275862,0.97241379,0.96896552,-0.00344828,0.97285714,0.96904762,-0.00380952,0.98571429,0.97142857,-0.01428571,0.96000000,0.96666667,0.00666667,0.99509524,0.99433333,-0.00076190,0.99490306,0.99416095,-0.00074211,0.08439568,0.02744604,0.05694964,0.31770201,0.09780189,0.21990011,0.18006116,0.01677152,0.16328965,0.22933306,0.02458602,0.20474704
child,svm,platt,6,290,0.48275862,0.97931034,0.98275862,0.00344828,0.97904762,0.98238095,0.00333333,0.97142857,0.97142857,0.00000000,0.98666667,0.99333333,0.00666667,0.99842857,0.99880952,0.00038095,0.99838019,0.99878025,0.00040006,0.07945132,0.01522746,0.06422387,0.30687724,0.05289077,0.25398647,0.20135315,0.02049840,0.18085475,0.23192786,0.02537087,0.20655699
child,svm,platt,7,290,0.48275862,0.96551724,0.97241379,0.00689655,0.96571429,0.97238095,0.00666667,0.97142857,0.97142857,0.00000000,0.96000000,0.97333333,0.01333333,0.99628571,0.99580952,-0.00047619,0.99605843,0.99558099,-0.00047744,0.08106663,0.02450684,0.05655979,0.31018394,0.08420183,0.22598211,0.19118283,0.02037664,0.17080619,0.21803291,0.02572603,0.19230688
child,svm,platt,8,290,0.48275862,0.97241379,0.96896552,-0.00344828,0.97190476,0.96833333,-0.00357143,0.95714286,0.95000000,-0.00714286,0.98666667,0.98666667,0.00000000,0.99600000,0.99576190,-0.00023810,0.99600326,0.99579829,-0.00020497,0.08321814,0.02473466,0.05848348,0.31546443,0.07956443,0.23590000,0.19971955,0.00510969,0.19460987,0.22932405,0.01833196,0.21099209
child,svm,platt,9,290,0.48275862,0.95517241,0.96896552,0.01379310,0.95547619,0.96952381,0.01404762,0.96428571,0.98571429,0.02142857,0.94666667,0.95333333,0.00666667,0.99514286,0.99566667,0.00052381,0.99498434,0.99530587,0.00032154,0.08345736,0.02691311,0.05654425,0.31576013,0.09075132,0.22500881,0.19141167,0.01849207,0.17291960,0.21121522,0.02482271,0.18639251
child,svm,temperature,0,290,0.48275862,0.96896552,0.96896552,0.00000000,0.96857143,0.96857143,0.00000000,0.95714286,0.95714286,0.00000000,0.98000000,0.98000000,0.00000000,0.99666667,0.99690476,0.00023810,0.99662098,0.99678893,0.00016795,0.08201374,0.02320047,0.05881328,0.31249519,0.07451249,0.23798270,0.19285843,0.00579524,0.18706319,0.22359061,0.01064080,0.21294981
child,svm,temperature,1,290,0.48275862,0.97586207,0.97586207,0.00000000,0.97595238,0.97595238,0.00000000,0.97857143,0.97857143,0.00000000,0.97333333,0.97333333,0.00000000,0.99676190,0.99661905,-0.00014286,0.99653965,0.99639399,-0.00014566,0.08247485,0.02203207,0.06044277,0.31362718,0.07509633,0.23853085,0.17958512,0.01901533,0.16056979,0.23149924,0.01901533,0.21248391
child,svm,temperature,2,290,0.48275862,0.96206897,0.96206897,0.00000000,0.96238095,0.96238095,0.00000000,0.97142857,0.97142857,0.00000000,0.95333333,0.95333333,0.00000000,0.99766667,0.99723810,-0.00042857,0.99766245,0.99723520,-0.00042725,0.08081214,0.02224694,0.05856520,0.31025888,0.06869971,0.24155917,0.20144395,0.01474882,0.18669514,0.21625997,0.03258722,0.18367275
child,svm,temperature,3,290,0.48275862,0.96206897,0.96206897,0.00000000,0.96190476,0.96190476,0.00000000,0.95714286,0.95714286,0.00000000,0.96666667,0.96666667,0.00000000,0.99552381,0.99461905,-0.00090476,0.99552021,0.99464632,-0.00087389,0.08395156,0.02828935,0.05566221,0.31650416,0.08874618,0.22775799,0.18623059,0.02208972,0.16414088,0.21864941,0.02409681,0.19455260
child,svm,temperature,4,290,0.48275862,0.95862069,0.95862069,0.00000000,0.95880952,0.95880952,0.00000000,0.96428571,0.96428571,0.00000000,0.95333333,0.95333333,0.00000000,0.99561905,0.99500000,-0.00061905,0.99538543,0.99469208,-0.00069334,0.08241530,0.02885694,0.05355837,0.31298255,0.09231181,0.22067075,0.18972393,0.00857092,0.18115302,0.21225861,0.01864875,0.19360986
child,svm,temperature,5,290,0.48275862,0.97241379,0.97241379,0.00000000,0.97285714,0.97285714,0.00000000,0.98571429,0.98571429,0.00000000,0.96000000,0.96000000,0.00000000,0.99509524,0.99480952,-0.00028571,0.99490306,0.99454448,-0.00035858,0.08439568,0.02728700,0.05710867,0.31770201,0.09442438,0.22327763,0.18006116,0.01828702,0.16177415,0.22933306,0.02675154,0.20258152
child,svm,temperature,6,290,0.48275862,0.97931034,0.97931034,0.00000000,0.97904762,0.97904762,0.00000000,0.97142857,0.97142857,0.00000000,0.98666667,0.98666667,0.00000000,0.99842857,0.99838095,-0.00004762,0.99838019,0.99833299,-0.00004721,0.07945132,0.01630812,0.06314320,0.30687724,0.05643364,0.25044360,0.20135315,0.01694156,0.18441159,0.23192786,0.02076322,0.21116465
child,svm,temperature,7,290,0.48275862,0.96551724,0.96551724,0.00000000,0.96571429,0.96571429,0.00000000,0.97142857,0.97142857,0.00000000,0.96000000,0.96000000,0.00000000,0.99628571,0.99576190,-0.00052381,0.99605843,0.99546548,-0.00059295,0.08106663,0.02450293,0.05656370,0.31018394,0.08548364,0.22470029,0.19118283,0.01194352,0.17923931,0.21803291,0.02193141,0.19610150
child,svm,temperature,8,290,0.48275862,0.97241379,0.97241379,0.00000000,0.97190476,0.97190476,0.00000000,0.95714286,0.95714286,0.00000000,0.98666667,0.98666667,0.00000000,0.99600000,0.99595238,-0.00004762,0.99600326,0.99596610,-0.00003716,0.08321814,0.02397987,0.05923828,0.31546443,0.07661453,0.23884990,0.19971955,0.01048192,0.18923763,0.22932405,0.01354051,0.21578353
child,svm,temperature,9,290,0.48275862,0.95517241,0.95517241,0.00000000,0.95547619,0.95547619,0.00000000,0.96428571,0.96428571,0.00000000,0.94666667,0.94666667,0.00000000,0.99514286,0.99504762,-0.00009524,0.99498434,0.99483446,-0.00014988,0.08345736,0.02987377,0.05358360,0.31576013,0.09417093,0.22158920,0.19141167,0.01284737,0.17856430,0.21121522,0.01925281,0.19196241
child,svm,histbin,0,290,0.48275862,0.96896552,0.96896552,0.00000000,0.96857143,0.96857143,0.00000000,0.95714286,0.95714286,0.00000000,0.98000000,0.98000000,0.00000000,0.99666667,0.99633333,-0.00033333,0.99662098,0.99560615,-0.00101483,0.08201374,0.02488789,0.05712586,0.31249519,0.07876506,0.23373013,0.19285843,0.01018772,0.18267071,0.22359061,0.01491679,0.20867383
child,svm,histbin,1,290,0.48275862,0.97586207,0.97586207,0.00000000,0.97595238,0.97595238,0.00000000,0.97857143,0.97857143,0.00000000,0.97333333,0.97333333,0.00000000,0.99676190,0.99578571,-0.00097619,0.99653965,0.99465692,-0.00188274,0.08247485,0.02398024,0.05849461,0.31362718,0.08166685,0.23196033,0.17958512,0.02034518,0.15923994,0.23149924,0.02034518,0.21115406
child,svm,histbin,2,290,0.48275862,0.96206897,0.96206897,0.00000000,0.96238095,0.96238095,0.00000000,0.97142857,0.97142857,0.00000000,0.95333333,0.95333333,0.00000000,0.99766667,0.99311905,-0.00454762,0.99766245,0.99236443,-0.00529802,0.08081214,0.03071277,0.05009937,0.31025888,0.09218787,0.21807101,0.20144395,0.01541642,0.18602753,0.21625997,0.01615198,0.20010799
child,svm,histbin,3,290,0.48275862,0.96206897,0.96206897,0.00000000,0.96190476,0.96190476,0.00000000,0.95714286,0.95714286,0.00000000,0.96666667,0.96666667,0.00000000,0.99552381,0.99478571,-0.00073810,0.99552021,0.99394203,-0.00157818,0.08395156,0.02942472,0.05452684,0.31650416,0.08956852,0.22693564,0.18623059,0.01190754,0.17432306,0.21864941,0.01935581,0.19929360
child,svm,histbin,4,290,0.48275862,0.95862069,0.95862069,0.00000000,0.95880952,0.95880952,0.00000000,0.96428571,0.96428571,0.00000000,0.95333333,0.95333333,0.00000000,0.99561905,0.99335714,-0.00226190,0.99538543,0.99211715,-0.00326828,0.08241530,0.03361500,0.04880030,0.31298255,0.09897799,0.21400456,0.18972393,0.01590317,0.17382077,0.21225861,0.02490074,0.18735787
child,svm,histbin,5,290,0.48275862,0.97241379,0.97241379,0.00000000,0.97285714,0.97285714,0.00000000,0.98571429,0.98571429,0.00000000,0.96000000,0.96000000,0.00000000,0.99509524,0.99092857,-0.00416667,0.99490306,0.98575208,-0.00915098,0.08439568,0.03053069,0.05386499,0.31770201,0.21127032,0.10643169,0.18006116,0.03178741,0.14827376,0.22933306,0.03844615,0.19088692
child,svm,histbin,6,290,0.48275862,0.97931034,0.97931034,0.00000000,0.97904762,0.97904762,0.00000000,0.97142857,0.97142857,0.00000000,0.98666667,0.98666667,0.00000000,0.99842857,0.99792857,-0.00050000,0.99838019,0.99742875,-0.00095145,0.07945132,0.02116876,0.05828256,0.30687724,0.06924950,0.23762774,0.20135315,0.01669757,0.18465558,0.23192786,0.01965323,0.21227463
child,svm,histbin,7,290,0.48275862,0.96551724,0.96551724,0.00000000,0.96571429,0.96571429,0.00000000,0.97142857,0.97142857,0.00000000,0.96000000,0.96000000,0.00000000,0.99628571,0.99321429,-0.00307143,0.99605843,0.99229232,-0.00376611,0.08106663,0.03052443,0.05054220,0.31018394,0.09467171,0.21551223,0.19118283,0.01650504,0.17467779,0.21803291,0.02413595,0.19389696
child,svm,histbin,8,290,0.48275862,0.97241379,0.97241379,0.00000000,0.97190476,0.97190476,0.00000000,0.95714286,0.95714286,0.00000000,0.98666667,0.98666667,0.00000000,0.99600000,0.99347619,-0.00252381,0.99600326,0.99284372,-0.00315954,0.08321814,0.02559357,0.05762457,0.31546443,0.08284424,0.23262019,0.19971955,0.01882970,0.18088985,0.22932405,0.01882970,0.21049434
child,svm,histbin,9,290,0.48275862,0.95517241,0.95517241,0.00000000,0.95547619,0.95547619,0.00000000,0.96428571,0.96428571,0.00000000,0.94666667,0.94666667,0.00000000,0.99514286,0.99307143,-0.00207143,0.99498434,0.99212063,-0.00286371,0.08345736,0.03380040,0.04965696,0.31576013,0.09771913,0.21804099,0.19141167,0.02132345,0.17008822,0.21121522,0.02361300,0.18760222
child,svm,isotonic,0,290,0.48275862,0.96896552,0.96896552,0.00000000,0.96857143,0.96857143,0.00000000,0.95714286,0.95714286,0.00000000,0.98000000,0.98000000,0.00000000,0.99666667,0.99357143,-0.00309524,0.99662098,0.98894905,-0.00767193,0.08201374,0.02479994,0.05721381,0.31249519,0.18601559,0.12647960,0.19285843,0.00918486,0.18367357,0.22359061,0.01684769,0.20674292
child,svm,isotonic,1,290,0.48275862,0.97586207,0.96551724,-0.01034483,0.97595238,0.96571429,-0.01023810,0.97857143,0.97142857,-0.00714286,0.97333333,0.96000000,-0.01333333,0.99676190,0.99354762,-0.00321429,0.99653965,0.98860464,-0.00793501,0.08247485,0.02385130,0.05862355,0.31362718,0.18954698,0.12408019,0.17958512,0.01266810,0.16691702,0.23149924,0.01716819,0.21433105
child,svm,isotonic,2,290,0.48275862,0.96206897,0.95172414,-0.01034483,0.96238095,0.95261905,-0.00976190,0.97142857,0.97857143,0.00714286,0.95333333,0.92666667,-0.02666667,0.99766667,0.99342857,-0.00423810,0.99766245,0.99357097,-0.00409148,0.08081214,0.02607135,0.05474079,0.31025888,0.19201142,0.11824746,0.20144395,0.02196080,0.17948315,0.21625997,0.02587890,0.19038107
child,svm,isotonic,3,290,0.48275862,0.96206897,0.96206897,0.00000000,0.96190476,0.96166667,-0.00023810,0.95714286,0.95000000,-0.00714286,0.96666667,0.97333333,0.00666667,0.99552381,0.99523810,-0.00028571,0.99552021,0.99499246,-0.00052775,0.08395156,0.02565158,0.05829998,0.31650416,0.07608900,0.24041516,0.18623059,0.01271804,0.17351255,0.21864941,0.01794562,0.20070379
child,svm,isotonic,4,290,0.48275862,0.95862069,0.95862069,0.00000000,0.95880952,0.95833333,-0.00047619,0.96428571,0.95000000,-0.01428571,0.95333333,0.96666667,0.01333333,0.99561905,0.98992857,-0.00569048,0.99538543,0.98563732,-0.00974810,0.08241530,0.02673293,0.05568238,0.31298255,0.30597976,0.00700280,0.18972393,0.01225291,0.17747102,0.21225861,0.01821651,0.19404209
child,svm,isotonic,5,290,0.48275862,0.97241379,0.95172414,-0.02068966,0.97285714,0.95142857,-0.02142857,0.98571429,0.94285714,-0.04285714,0.96000000,0.96000000,0.00000000,0.99509524,0.98254762,-0.01254762,0.99490306,0.97445304,-0.02045002,0.08439568,0.03193181,0.05246387,0.31770201,0.55424081,-0.23653881,0.18006116,0.03091581,0.14914535,0.22933306,0.04049436,0.18883870
child,svm,isotonic,6,290,0.48275862,0.97931034,0.96896552,-0.01034483,0.97904762,0.96833333,-0.01071429,0.97142857,0.95000000,-0.02142857,0.98666667,0.98666667,0.00000000,0.99842857,0.99842857,0.00000000,0.99838019,0.99807573,-0.00030447,0.07945132,0.01700121,0.06245012,0.30687724,0.05212551,0.25475173,0.20135315,0.01184684,0.18950631,0.23192786,0.01639402,0.21553384
child,svm,isotonic,7,290,0.48275862,0.96551724,0.96896552,0.00344828,0.96571429,0.96952381,0.00380952,0.97142857,0.98571429,0.01428571,0.96000000,0.95333333,-0.00666667,0.99628571,0.98742857,-0.00885714,0.99605843,0.97912513,-0.01693330,0.08106663,0.02717324,0.05389339,0.31018394,0.42401375,-0.11382981,0.19118283,0.02110942,0.17007342,0.21803291,0.02630835,0.19172455
child,svm,isotonic,8,290,0.48275862,0.97241379,0.96896552,-0.00344828,0.97190476,0.96833333,-0.00357143,0.95714286,0.95000000,-0.00714286,0.98666667,0.98666667,0.00000000,0.99600000,0.99633333,0.00033333,0.99600326,0.99574081,-0.00026245,0.08321814,0.02366717,0.05955098,0.31546443,0.06952380,0.24594064,0.19971955,0.00694010,0.19277946,0.22932405,0.01113636,0.21818769
child,svm,isotonic,9,290,0.48275862,0.95517241,0.95517241,0.00000000,0.95547619,0.95476190,-0.00071429,0.96428571,0.94285714,-0.02142857,0.94666667,0.96666667,0.02000000,0.99514286,0.98340476,-0.01173810,0.99498434,0.97103081,-0.02395353,0.08345736,0.03134130,0.05211606,0.31576013,0.54709918,-0.23133906,0.19141167,0.01981938,0.17159229,0.21121522,0.02521035,0.18600487
child,svm,beta,0,290,0.48275862,0.96896552,0.96896552,0.00000000,0.96857143,0.96857143,0.00000000,0.95714286,0.95714286,0.00000000,0.98000000,0.98000000,0.00000000,0.99666667,0.99752381,0.00085714,0.99662098,0.99743747,0.00081649,0.08201374,0.02130554,0.06070821,0.31249519,0.06829531,0.24419988,0.19285843,0.00638787,0.18647056,0.22359061,0.01291834,0.21067228
child,svm,beta,1,290,0.48275862,0.97586207,0.97586207,0.00000000,0.97595238,0.97547619,-0.00047619,0.97857143,0.96428571,-0.01428571,0.97333333,0.98666667,0.01333333,0.99676190,0.99657143,-0.00019048,0.99653965,0.99639501,-0.00014465,0.08247485,0.02267880,0.05979605,0.31362718,0.07562178,0.23800540,0.17958512,0.00713653,0.17244859,0.23149924,0.02693494,0.20456430
child,svm,beta,2,290,0.48275862,0.96206897,0.96551724,0.00344828,0.96238095,0.96571429,0.00333333,0.97142857,0.97142857,0.00000000,0.95333333,0.96000000,0.00666667,0.99766667,0.99709524,-0.00057143,0.99766245,0.99711504,-0.00054741,0.08081214,0.02232510,0.05848704,0.31025888,0.06945542,0.24080347,0.20144395,0.02636652,0.17507743,0.21625997,0.03218642,0.18407355
child,svm,beta,3,290,0.48275862,0.96206897,0.96206897,0.00000000,0.96190476,0.96190476,0.00000000,0.95714286,0.95714286,0.00000000,0.96666667,0.96666667,0.00000000,0.99552381,0.99466667,-0.00085714,0.99552021,0.99469290,-0.00082731,0.08395156,0.02758230,0.05636926,0.31650416,0.08665232,0.22985184,0.18623059,0.01648544,0.16974515,0.21864941,0.01648544,0.20216397
child,svm,beta,4,290,0.48275862,0.95862069,0.96206897,0.00344828,0.95880952,0.96190476,0.00309524,0.96428571,0.95714286,-0.00714286,0.95333333,0.96666667,0.01333333,0.99561905,0.99552381,-0.00009524,0.99538543,0.99531749,-0.00006794,0.08241530,0.02779759,0.05461771,0.31298255,0.08825584,0.22472671,0.18972393,0.01328733,0.17643660,0.21225861,0.02222584,0.19003277
child,svm,beta,5,290,0.48275862,0.97241379,0.96896552,-0.00344828,0.97285714,0.96904762,-0.00380952,0.98571429,0.97142857,-0.01428571,0.96000000,0.96666667,0.00666667,0.99509524,0.99428571,-0.00080952,0.99490306,0.99412470,-0.00077836,0.08439568,0.02725221,0.05714347,0.31770201,0.09729094,0.22041107,0.18006116,0.01674704,0.16331413,0.22933306,0.02448134,0.20485172
child,svm,beta,6,290,0.48275862,0.97931034,0.98275862,0.00344828,0.97904762,0.98238095,0.00333333,0.97142857,0.97142857,0.00000000,0.98666667,0.99333333,0.00666667,0.99842857,0.99871429,0.00028571,0.99838019,0.99867957,0.00029938,0.07945132,0.01537848,0.06407284,0.30687724,0.05326043,0.25361681,0.20135315,0.02078425,0.18056890,0.23192786,0.02343088,0.20849698
child,svm,beta,7,290,0.48275862,0.96551724,0.97241379,0.00689655,0.96571429,0.97238095,0.00666667,0.97142857,0.97142857,0.00000000,0.96000000,0.97333333,0.01333333,0.99628571,0.99566667,-0.00061905,0.99605843,0.99544857,-0.00060985,0.08106663,0.02465938,0.05640725,0.31018394,0.08438398,0.22579995,0.19118283,0.02106723,0.17011560,0.21803291,0.02672630,0.19130661
child,svm,beta,8,290,0.48275862,0.97241379,0.96896552,-0.00344828,0.97190476,0.96833333,-0.00357143,0.95714286,0.95000000,-0.00714286,0.98666667,0.98666667,0.00000000,0.99600000,0.99571429,-0.00028571,0.99600326,0.99574944,-0.00025382,0.08321814,0.02481801,0.05840013,0.31546443,0.07949147,0.23597296,0.19971955,0.00579398,0.19392557,0.22932405,0.01782349,0.21150056
child,svm,beta,9,290,0.48275862,0.95517241,0.96896552,0.01379310,0.95547619,0.96952381,0.01404762,0.96428571,0.98571429,0.02142857,0.94666667,0.95333333,0.00666667,0.99514286,0.99561905,0.00047619,0.99498434,0.99525867,0.00027433,0.08345736,0.02691132,0.05654605,0.31576013,0.09066567,0.22509446,0.19141167,0.01853003,0.17288164,0.21121522,0.02484280,0.18637242
child,xgb,platt,0,290,0.48275862,0.97241379,0.97241379,0.00000000,0.97309524,0.97285714,-0.00023810,0.99285714,0.98571429,-0.00714286,0.95333333,0.96000000,0.00666667,0.99504762,0.99500000,-0.00004762,0.99437622,0.99443238,0.00005616,0.03015825,0.02429129,0.00586696,0.11224832,0.08726749,0.02498083,0.04772034,0.01690252,0.03081782,0.04861854,0.01861188,0.03000666
child,xgb,platt,1,290,0.48275862,0.96551724,0.95862069,-0.00689655,0.96571429,0.95833333,-0.00738095,0.97142857,0.95000000,-0.02142857,0.96000000,0.96666667,0.00666667,0.99423810,0.99328571,-0.00095238,0.99350983,0.99237221,-0.00113762,0.03169750,0.03206106,-0.00036357,0.11644062,0.10841341,0.00802721,0.04177724,0.02789120,0.01388604,0.04380795,0.02952390,0.01428406
child,xgb,platt,2,290,0.48275862,0.96206897,0.95862069,-0.00344828,0.96238095,0.95857143,-0.00380952,0.97142857,0.95714286,-0.01428571,0.95333333,0.96000000,0.00666667,0.99552381,0.99519048,-0.00033333,0.99518789,0.99483504,-0.00035285,0.03064490,0.02866451,0.00198040,0.11172311,0.09065546,0.02106765,0.03890250,0.01248238,0.02642012,0.04558924,0.02265870,0.02293054
child,xgb,platt,3,290,0.48275862,0.96551724,0.95862069,-0.00689655,0.96595238,0.95857143,-0.00738095,0.97857143,0.95714286,-0.02142857,0.95333333,0.96000000,0.00666667,0.99500000,0.99357143,-0.00142857,0.99453743,0.99298838,-0.00154905,0.03094160,0.02840808,0.00253351,0.11355465,0.10097197,0.01258268,0.04128283,0.01017888,0.03110395,0.04147868,0.01541334,0.02606534
child,xgb,platt,4,290,0.48275862,0.96896552,0.97241379,0.00344828,0.96928571,0.97261905,0.00333333,0.97857143,0.97857143,0.00000000,0.96000000,0.96666667,0.00666667,0.99500000,0.99404762,-0.00095238,0.99419004,0.99314084,-0.00104920,0.02969404,0.02507517,0.00461888,0.11272094,0.09332282,0.01939812,0.04845748,0.01393674,0.03452073,0.05052155,0.01892844,0.03159311
child,xgb,platt,5,290,0.48275862,0.96206897,0.95862069,-0.00344828,0.96214286,0.95857143,-0.00357143,0.96428571,0.95714286,-0.00714286,0.96000000,0.96000000,0.00000000,0.99371429,0.99357143,-0.00014286,0.99289204,0.99267016,-0.00022188,0.03226491,0.02948186,0.00278306,0.11849482,0.09995059,0.01854423,0.03810118,0.01437705,0.02372414,0.04031087,0.02226509,0.01804578
child,xgb,platt,6,290,0.48275862,0.97931034,0.97241379,-0.00689655,0.97952381,0.97238095,-0.00714286,0.98571429,0.97142857,-0.01428571,0.97333333,0.97333333,0.00000000,0.99661905,0.99666667,0.00004762,0.99639172,0.99642604,0.00003432,0.02669739,0.02206029,0.00463710,0.10259004,0.07406465,0.02852538,0.04765109,0.01370443,0.03394666,0.05073931,0.02557467,0.02516464
