cohort,model,method,repeat,n,positive_rate,raw_accuracy,calibrated_accuracy,accuracy_change,raw_balanced_accuracy,calibrated_balanced_accuracy,balanced_accuracy_change,raw_sensitivity,calibrated_sensitivity,sensitivity_change,raw_specificity,calibrated_specificity,specificity_change,raw_auroc,calibrated_auroc,auroc_change,raw_auprc,calibrated_auprc,auprc_change,raw_brier,calibrated_brier,brier_improvement,raw_log_loss,calibrated_log_loss,log_loss_improvement,raw_ece_5,calibrated_ece_5,ece_5_improvement,raw_ece_10,calibrated_ece_10,ece_10_improvement
toddler,mlp,histbin,1,1054,0.69070209,0.99051233,0.99240987,0.00189753,0.99313187,0.99196471,-0.00116716,0.98626374,0.99313187,0.00686813,1.00000000,0.99079755,-0.00920245,0.99985252,0.99983988,-0.00001264,0.99993423,0.99991951,-0.00001472,0.01223324,0.00484219,0.00739105,0.05463179,0.01503331,0.03959848,0.03723266,0.00237793,0.03485473,0.04070817,0.00569742,0.03501075
toddler,mlp,histbin,2,1054,0.69070209,0.98956357,0.99240987,0.00284630,0.99244505,0.99196471,-0.00048035,0.98489011,0.99313187,0.00824176,1.00000000,0.99079755,-0.00920245,0.99988623,0.99985885,-0.00002739,0.99994923,0.99991713,-0.00003209,0.01204576,0.00541229,0.00663347,0.05261059,0.01742148,0.03518911,0.03555451,0.00588653,0.02966798,0.03949231,0.00588653,0.03360578
toddler,mlp,histbin,3,1054,0.69070209,0.98956357,0.99051233,0.00094877,0.99159813,0.98720336,-0.00439476,0.98626374,0.99587912,0.00961538,0.99693252,0.97852761,-0.01840491,0.99978511,0.99815867,-0.00162644,0.99990407,0.99844857,-0.00145551,0.01372245,0.00728227,0.00644018,0.05968569,0.05446106,0.00522463,0.04309546,0.00481700,0.03827846,0.04309546,0.00640592,0.03668954
toddler,mlp,histbin,4,1054,0.69070209,0.98956357,0.99335863,0.00379507,0.99244505,0.99095766,-0.00148739,0.98489011,0.99725275,0.01236264,1.00000000,0.98466258,-0.01533742,0.99985252,0.99599921,-0.00385332,0.99993488,0.99675025,-0.00318463,0.01229930,0.00571564,0.00658365,0.05351358,0.11246366,-0.05895008,0.03888503,0.00279555,0.03608948,0.03888503,0.00492429,0.03396075
toddler,mlp,histbin,5,1054,0.69070209,0.99335863,0.99715370,0.00379507,0.99434538,0.99539877,0.00105339,0.99175824,1.00000000,0.00824176,0.99693252,0.99079755,-0.00613497,0.99992416,0.99839252,-0.00153164,0.99996611,0.99856944,-0.00139668,0.01119939,0.00371989,0.00747950,0.05054890,0.04588141,0.00466748,0.03857430,0.00654098,0.03203332,0.03857430,0.00745646,0.03111784
toddler,mlp,histbin,6,1054,0.69070209,0.99051233,0.99240987,0.00189753,0.99143801,0.99027085,-0.00116716,0.98901099,0.99587912,0.00686813,0.99386503,0.98466258,-0.00920245,0.99978932,0.99970505,-0.00008427,0.99990562,0.99984383,-0.00006179,0.01431816,0.00584809,0.00847008,0.06188309,0.02122774,0.04065535,0.04343545,0.00585886,0.03757660,0.04450713,0.00712675,0.03738038
toddler,mlp,histbin,7,1054,0.69070209,0.97722960,0.99146110,0.01423150,0.98266955,0.99043096,0.00776141,0.96840659,0.99313187,0.02472527,0.99693252,0.98773006,-0.00920245,0.99954493,0.99883705,-0.00070788,0.99979756,0.99936743,-0.00043013,0.01919701,0.00805689,0.01114012,0.07544595,0.05798530,0.01746065,0.04749817,0.00492936,0.04256881,0.04958230,0.00708252,0.04249978
toddler,mlp,histbin,8,1054,0.69070209,0.99051233,0.99525617,0.00474383,0.99313187,0.99402515,0.00089328,0.98626374,0.99725275,0.01098901,1.00000000,0.99079755,-0.00920245,0.99993680,0.99907301,-0.00086378,0.99997174,0.99949840,-0.00047334,0.01314080,0.00487590,0.00826489,0.05789778,0.04936089,0.00853690,0.03923166,0.00461992,0.03461174,0.04492483,0.00462562,0.04029921
toddler,mlp,histbin,9,1054,0.69070209,0.99051233,0.99240987,0.00189753,0.99313187,0.99281164,-0.00032023,0.98626374,0.99175824,0.00549451,1.00000000,0.99386503,-0.00613497,0.99981039,0.99975140,-0.00005899,0.99991614,0.99987875,-0.00003740,0.01287336,0.00591022,0.00696313,0.05506116,0.01853899,0.03652218,0.03695652,0.00425725,0.03269927,0.03711663,0.00502992,0.03208671
toddler,mlp,isotonic,0,1054,0.69070209,0.98956357,0.99240987,0.00284630,0.99244505,0.99281164,0.00036658,0.98489011,0.99175824,0.00686813,1.00000000,0.99386503,-0.00613497,0.99981039,0.99916150,-0.00064889,0.99991560,0.99951108,-0.00040452,0.01370255,0.00634526,0.00735729,0.05841186,0.05077109,0.00764077,0.03870741,0.00722318,0.03148423,0.04005341,0.00722318,0.03283023
toddler,mlp,isotonic,1,1054,0.69070209,0.99051233,0.99146110,0.00094877,0.99313187,0.99127789,-0.00185397,0.98626374,0.99175824,0.00549451,1.00000000,0.99079755,-0.00920245,0.99985252,0.99984410,-0.00000843,0.99993423,0.99992307,-0.00001117,0.01223324,0.00503242,0.00720082,0.05463179,0.01431854,0.04031326,0.03723266,0.00436806,0.03286461,0.04070817,0.00468639,0.03602178
toddler,mlp,isotonic,2,1054,0.69070209,0.98956357,0.99430740,0.00474383,0.99244505,0.99333833,0.00089328,0.98489011,0.99587912,0.01098901,1.00000000,0.99079755,-0.00920245,0.99988623,0.99990098,0.00001475,0.99994923,0.99994916,-0.00000007,0.01204576,0.00417889,0.00786687,0.05261059,0.01390488,0.03870570,0.03555451,0.00390462,0.03164988,0.03949231,0.00516964,0.03432267
toddler,mlp,isotonic,3,1054,0.69070209,0.98956357,0.99051233,0.00094877,0.99159813,0.98550951,-0.00608862,0.98626374,0.99862637,0.01236264,0.99693252,0.97239264,-0.02453988,0.99978511,0.99666917,-0.00311594,0.99990407,0.99709973,-0.00280434,0.01372245,0.00699050,0.00673195,0.05968569,0.08489603,-0.02521034,0.04309546,0.00550006,0.03759540,0.04309546,0.00880142,0.03429404
toddler,mlp,isotonic,4,1054,0.69070209,0.98956357,0.99430740,0.00474383,0.99244505,0.99333833,0.00089328,0.98489011,0.99587912,0.01098901,1.00000000,0.99079755,-0.00920245,0.99985252,0.99610876,-0.00374376,0.99993488,0.99676160,-0.00317328,0.01229930,0.00523307,0.00706622,0.05351358,0.11141634,-0.05790276,0.03888503,0.00403501,0.03485002,0.03888503,0.00850328,0.03038175
toddler,mlp,isotonic,5,1054,0.69070209,0.99335863,0.99715370,0.00379507,0.99434538,0.99539877,0.00105339,0.99175824,1.00000000,0.00824176,0.99693252,0.99079755,-0.00613497,0.99992416,0.99839673,-0.00152742,0.99996611,0.99857900,-0.00138712,0.01119939,0.00372502,0.00747436,0.05054890,0.04513393,0.00541496,0.03857430,0.00627379,0.03230051,0.03857430,0.00627379,0.03230051
toddler,mlp,isotonic,6,1054,0.69070209,0.99051233,0.99240987,0.00189753,0.99143801,0.98942392,-0.00201409,0.98901099,0.99725275,0.00824176,0.99386503,0.98159509,-0.01226994,0.99978932,0.99962710,-0.00016222,0.99990562,0.99981021,-0.00009542,0.01431816,0.00667230,0.00764586,0.06188309,0.02273336,0.03914973,0.04343545,0.00428217,0.03915329,0.04450713,0.00585611,0.03865102
toddler,mlp,isotonic,7,1054,0.69070209,0.97722960,0.99051233,0.01328273,0.98266955,0.99059108,0.00792153,0.96840659,0.99038462,0.02197802,0.99693252,0.99079755,-0.00613497,0.99954493,0.99592126,-0.00362368,0.99979756,0.99664403,-0.00315352,0.01919701,0.00874506,0.01045195,0.07544595,0.12099490,-0.04554894,0.04749817,0.00595912,0.04153905,0.04958230,0.00897692,0.04060538
toddler,mlp,isotonic,8,1054,0.69070209,0.99051233,0.99335863,0.00284630,0.99313187,0.99434538,0.00121351,0.98626374,0.99175824,0.00549451,1.00000000,0.99693252,-0.00306748,0.99993680,0.99989255,-0.00004424,0.99997174,0.99994226,-0.00002947,0.01314080,0.00408139,0.00905941,0.05789778,0.01462307,0.04327471,0.03923166,0.00548937,0.03374229,0.04492483,0.00675439,0.03817044
toddler,mlp,isotonic,9,1054,0.69070209,0.99051233,0.99335863,0.00284630,0.99313187,0.99349845,0.00036658,0.98626374,0.99313187,0.00686813,1.00000000,0.99386503,-0.00613497,0.99981039,0.99912147,-0.00068892,0.99991614,0.99949833,-0.00041782,0.01287336,0.00584184,0.00703152,0.05506116,0.04990682,0.00515434,0.03695652,0.00461378,0.03234274,0.03711663,0.00636953,0.03074710
toddler,mlp,beta,0,1054,0.69070209,0.98956357,0.99146110,0.00189753,0.99244505,0.99297175,0.00052670,0.98489011,0.98901099,0.00412088,1.00000000,0.99693252,-0.00306748,0.99981039,0.99965449,-0.00015590,0.99991560,0.99985096,-0.00006464,0.01370255,0.00671192,0.00699063,0.05841186,0.02407629,0.03433557,0.03870741,0.00673734,0.03197007,0.04005341,0.00757115,0.03248227
toddler,mlp,beta,1,1054,0.69070209,0.99051233,0.99335863,0.00284630,0.99313187,0.99434538,0.00121351,0.98626374,0.99175824,0.00549451,1.00000000,0.99693252,-0.00306748,0.99985252,0.99985252,0.00000000,0.99993423,0.99993423,-0.00000001,0.01223324,0.00485348,0.00737975,0.05463179,0.01460146,0.04003033,0.03723266,0.00616434,0.03106833,0.04070817,0.00699451,0.03371367
toddler,mlp,beta,2,1054,0.69070209,0.98956357,0.99335863,0.00379507,0.99244505,0.99349845,0.00105339,0.98489011,0.99313187,0.00824176,1.00000000,0.99386503,-0.00613497,0.99988623,0.99986938,-0.00001685,0.99994923,0.99994167,-0.00000756,0.01204576,0.00453606,0.00750970,0.05261059,0.01522839,0.03738219,0.03555451,0.00524075,0.03031375,0.03949231,0.00608708,0.03340523
toddler,mlp,beta,3,1054,0.69070209,0.98956357,0.99146110,0.00189753,0.99159813,0.98873711,-0.00286102,0.98626374,0.99587912,0.00961538,0.99693252,0.98159509,-0.01533742,0.99978511,0.99967555,-0.00010955,0.99990407,0.99985434,-0.00004973,0.01372245,0.00616410,0.00755835,0.05968569,0.02238245,0.03730324,0.04309546,0.00418847,0.03890699,0.04309546,0.00643896,0.03665650
toddler,mlp,beta,4,1054,0.69070209,0.98956357,0.99525617,0.00569260,0.99244505,0.99487208,0.00242702,0.98489011,0.99587912,0.01098901,1.00000000,0.99386503,-0.00613497,0.99985252,0.99958286,-0.00026967,0.99993488,0.99981922,-0.00011566,0.01229930,0.00493467,0.00736462,0.05351358,0.02150036,0.03201322,0.03888503,0.00309882,0.03578621,0.03888503,0.00436455,0.03452048
toddler,mlp,beta,5,1054,0.69070209,0.99335863,0.99715370,0.00379507,0.99434538,0.99539877,0.00105339,0.99175824,1.00000000,0.00824176,0.99693252,0.99079755,-0.00613497,0.99992416,0.99984831,-0.00007584,0.99996611,0.99993112,-0.00003500,0.01119939,0.00357576,0.00762363,0.05054890,0.01480761,0.03574129,0.03857430,0.00567307,0.03290123,0.03857430,0.00775351,0.03082079
toddler,mlp,beta,6,1054,0.69070209,0.99051233,0.99335863,0.00284630,0.99143801,0.99095766,-0.00048035,0.98901099,0.99725275,0.00824176,0.99386503,0.98466258,-0.00920245,0.99978932,0.99975140,-0.00003792,0.99990562,0.99988845,-0.00001717,0.01431816,0.00573694,0.00858122,0.06188309,0.02030818,0.04157490,0.04343545,0.00401611,0.03941935,0.04450713,0.00544677,0.03906036
toddler,mlp,beta,7,1054,0.69070209,0.97722960,0.98861480,0.01138520,0.98266955,0.98921745,0.00654790,0.96840659,0.98763736,0.01923077,0.99693252,0.99079755,-0.00613497,0.99954493,0.99949437,-0.00005056,0.99979756,0.99977708,-0.00002048,0.01919701,0.00822100,0.01097601,0.07544595,0.02790481,0.04754114,0.04749817,0.00430386,0.04319431,0.04958230,0.00643277,0.04314953
toddler,mlp,beta,8,1054,0.69070209,0.99051233,0.99146110,0.00094877,0.99313187,0.99212482,-0.00100705,0.98626374,0.99038462,0.00412088,1.00000000,0.99386503,-0.00613497,0.99993680,0.99991573,-0.00002107,0.99997174,0.99996233,-0.00000941,0.01314080,0.00447710,0.00866370,0.05789778,0.01630070,0.04159709,0.03923166,0.00943491,0.02979675,0.04492483,0.01075258,0.03417226
toddler,mlp,beta,9,1054,0.69070209,0.99051233,0.99430740,0.00379507,0.99313187,0.99418526,0.00105339,0.98626374,0.99450549,0.00824176,1.00000000,0.99386503,-0.00613497,0.99981039,0.99981039,0.00000000,0.99991614,0.99991614,0.00000000,0.01287336,0.00508971,0.00778365,0.05506116,0.01795234,0.03710883,0.03695652,0.00267776,0.03427876,0.03711663,0.00466373,0.03245290
child,logreg,platt,0,290,0.48275862,0.98620690,0.99655172,0.01034483,0.98666667,0.99666667,0.01000000,1.00000000,1.00000000,0.00000000,0.97333333,0.99333333,0.02000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.01580546,0.00383145,0.01197402,0.07333417,0.01110744,0.06222673,0.06267400,0.00654459,0.05612942,0.06267400,0.00700509,0.05566891
child,logreg,platt,1,290,0.48275862,0.98965517,0.99310345,0.00344828,0.99000000,0.99333333,0.00333333,1.00000000,1.00000000,0.00000000,0.98000000,0.98666667,0.00666667,1.00000000,0.99995238,-0.00004762,1.00000000,0.99994934,-0.00005066,0.01611137,0.00447625,0.01163512,0.07437305,0.01393297,0.06044007,0.06361603,0.00665947,0.05695656,0.06361603,0.00707264,0.05654339
child,logreg,platt,2,290,0.48275862,0.99310345,1.00000000,0.00689655,0.99333333,1.00000000,0.00666667,1.00000000,1.00000000,0.00000000,0.98666667,1.00000000,0.01333333,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.01485048,0.00024392,0.01460656,0.07146241,0.00197922,0.06948319,0.06193378,0.00183770,0.06009608,0.06193378,0.00183770,0.06009608
child,logreg,platt,3,290,0.48275862,0.99310345,0.99655172,0.00344828,0.99333333,0.99666667,0.00333333,1.00000000,1.00000000,0.00000000,0.98666667,0.99333333,0.00666667,0.99990476,0.99995238,0.00004762,0.99989832,0.99994934,0.00005102,0.01764655,0.00308784,0.01455871,0.07862148,0.01328915,0.06533233,0.06079568,0.00634222,0.05445347,0.06079568,0.00821300,0.05258269
child,logreg,platt,4,290,0.48275862,0.99310345,0.99310345,0.00000000,0.99333333,0.99309524,-0.00023810,1.00000000,0.99285714,-0.00714286,0.98666667,0.99333333,0.00666667,0.99985714,0.99885714,-0.00100000,0.99984838,0.99868301,-0.00116536,0.01701472,0.00652838,0.01048634,0.07668748,0.04623694,0.03045054,0.05776013,0.00490877,0.05285137,0.05776013,0.00706277,0.05069736
child,logreg,platt,5,290,0.48275862,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,-0.00000000,0.01528736,0.00128552,0.01400184,0.07320990,0.00692529,0.06628461,0.06348869,0.00610974,0.05737895,0.06348869,0.00610974,0.05737895
child,logreg,platt,6,290,0.48275862,0.99655172,0.99310345,-0.00344828,0.99666667,0.99285714,-0.00380952,1.00000000,0.98571429,-0.01428571,0.99333333,1.00000000,0.00666667,1.00000000,0.99990476,-0.00009524,1.00000000,0.99989832,-0.00010168,0.01361479,0.00386824,0.00974655,0.06824273,0.01053947,0.05770326,0.05594949,0.00399062,0.05195887,0.05594949,0.00399062,0.05195887
child,logreg,platt,7,290,0.48275862,0.98965517,0.99310345,0.00344828,0.99000000,0.99333333,0.00333333,1.00000000,1.00000000,0.00000000,0.98000000,0.98666667,0.00666667,0.99961905,0.99680952,-0.00280952,0.99959214,0.99615991,-0.00343223,0.01574646,0.00758308,0.00816339,0.07320144,0.11165462,-0.03845318,0.05331117,0.00760354,0.04570763,0.05331117,0.00760354,0.04570763
child,logreg,platt,8,290,0.48275862,0.99655172,0.99310345,-0.00344828,0.99666667,0.99309524,-0.00357143,1.00000000,0.99285714,-0.00714286,0.99333333,0.99333333,0.00000000,0.99985714,0.99990476,0.00004762,0.99984693,0.99989832,0.00005139,0.01651621,0.00470449,0.01181171,0.07548152,0.01621444,0.05926708,0.05393478,0.00725717,0.04667760,0.06171823,0.00725717,0.05446105
child,logreg,platt,9,290,0.48275862,0.99310345,0.99655172,0.00344828,0.99333333,0.99666667,0.00333333,1.00000000,1.00000000,0.00000000,0.98666667,0.99333333,0.00666667,1.00000000,0.99985714,-0.00014286,1.00000000,0.99984693,-0.00015307,0.01656031,0.00335335,0.01320696,0.07565562,0.01384876,0.06180687,0.06033919,0.00233688,0.05800231,0.06033919,0.00309119,0.05724800
child,logreg,temperature,0,290,0.48275862,0.98620690,0.98620690,0.00000000,0.98666667,0.98666667,0.00000000,1.00000000,1.00000000,0.00000000,0.97333333,0.97333333,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.01580546,0.00836040,0.00744506,0.07333417,0.02317129,0.05016287,0.06267400,0.01219707,0.05047694,0.06267400,0.01274500,0.04992900
child,logreg,temperature,1,290,0.48275862,0.98965517,0.98965517,0.00000000,0.99000000,0.99000000,0.00000000,1.00000000,1.00000000,0.00000000,0.98000000,0.98000000,0.00000000,1.00000000,0.99995238,-0.00004762,1.00000000,0.99994934,-0.00005066,0.01611137,0.00755814,0.00855323,0.07437305,0.02383536,0.05053769,0.06361603,0.01169005,0.05192598,0.06361603,0.01169005,0.05192598
child,logreg,temperature,2,290,0.48275862,0.99310345,0.99310345,0.00000000,0.99333333,0.99333333,0.00000000,1.00000000,1.00000000,0.00000000,0.98666667,0.98666667,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.01485048,0.00264228,0.01220819,0.07146241,0.00896044,0.06250197,0.06193378,0.00669731,0.05523648,0.06193378,0.00669731,0.05523648
child,logreg,temperature,3,290,0.48275862,0.99310345,0.99310345,0.00000000,0.99333333,0.99333333,0.00000000,1.00000000,1.00000000,0.00000000,0.98666667,0.98666667,0.00000000,0.99990476,0.99995238,0.00004762,0.99989832,0.99994934,0.00005102,0.01764655,0.00431771,0.01332884,0.07862148,0.01709916,0.06152233,0.06079568,0.01133340,0.04946228,0.06079568,0.01133340,0.04946228
child,logreg,temperature,4,290,0.48275862,0.99310345,0.99310345,0.00000000,0.99333333,0.99333333,0.00000000,1.00000000,1.00000000,0.00000000,0.98666667,0.98666667,0.00000000,0.99985714,0.99866667,-0.00119048,0.99984838,0.99843774,-0.00141063,0.01701472,0.00603829,0.01097642,0.07668748,0.04211128,0.03457620,0.05776013,0.00932000,0.04844013,0.05776013,0.00932000,0.04844013
child,logreg,temperature,5,290,0.48275862,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.01528736,0.00163967,0.01364769,0.07320990,0.00858619,0.06462371,0.06348869,0.00750432,0.05598438,0.06348869,0.00750432,0.05598438
child,logreg,temperature,6,290,0.48275862,0.99655172,0.99655172,0.00000000,0.99666667,0.99666667,0.00000000,1.00000000,1.00000000,0.00000000,0.99333333,0.99333333,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,-0.00000000,0.01361479,0.00201502,0.01159978,0.06824273,0.00866882,0.05957391,0.05594949,0.00377298,0.05217652,0.05594949,0.00704949,0.04890000
child,logreg,temperature,7,290,0.48275862,0.98965517,0.98965517,0.00000000,0.99000000,0.99000000,0.00000000,1.00000000,1.00000000,0.00000000,0.98000000,0.98000000,0.00000000,0.99961905,0.99819048,-0.00142857,0.99959214,0.99794443,-0.00164771,0.01574646,0.00804244,0.00770402,0.07320144,0.06081911,0.01238234,0.05331117,0.00860114,0.04471004,0.05331117,0.00860114,0.04471004
child,logreg,temperature,8,290,0.48275862,0.99655172,0.99655172,0.00000000,0.99666667,0.99666667,0.00000000,1.00000000,1.00000000,0.00000000,0.99333333,0.99333333,0.00000000,0.99985714,0.99990476,0.00004762,0.99984693,0.99989832,0.00005139,0.01651621,0.00457626,0.01193995,0.07548152,0.01671409,0.05876743,0.05393478,0.00773005,0.04620472,0.06171823,0.00773005,0.05398817
child,logreg,temperature,9,290,0.48275862,0.99310345,0.99310345,0.00000000,0.99333333,0.99333333,0.00000000,1.00000000,1.00000000,0.00000000,0.98666667,0.98666667,0.00000000,1.00000000,0.99909524,-0.00090476,1.00000000,0.99897009,-0.00102991,0.01656031,0.00508677,0.01147354,0.07565562,0.04349616,0.03215946,0.06033919,0.00735424,0.05298495,0.06033919,0.00735424,0.05298495
child,logreg,histbin,0,290,0.48275862,0.98620690,0.99655172,0.01034483,0.98666667,0.99666667,0.01000000,1.00000000,1.00000000,0.00000000,0.97333333,0.99333333,0.02000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.01580546,0.00222701,0.01357845,0.07333417,0.00757664,0.06575753,0.06267400,0.00603448,0.05663952,0.06267400,0.00603448,0.05663952
child,logreg,histbin,1,290,0.48275862,0.98965517,0.98965517,0.00000000,0.99000000,0.99000000,0.00000000,1.00000000,1.00000000,0.00000000,0.98000000,0.98000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.01611137,0.00362835,0.01248302,0.07437305,0.01150572,0.06286733,0.06361603,0.00885057,0.05476546,0.06361603,0.00885057,0.05476546
child,logreg,histbin,2,290,0.48275862,0.99310345,0.99310345,0.00000000,0.99333333,0.99333333,0.00000000,1.00000000,1.00000000,0.00000000,0.98666667,0.98666667,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.01485048,0.00185185,0.01299862,0.07146241,0.00599877,0.06546364,0.06193378,0.00459770,0.05733608,0.06193378,0.00459770,0.05733608
child,logreg,histbin,3,290,0.48275862,0.99310345,0.99655172,0.00344828,0.99333333,0.99666667,0.00333333,1.00000000,1.00000000,0.00000000,0.98666667,0.99333333,0.00666667,0.99990476,0.99997619,0.00007143,0.99989832,0.99994934,0.00005102,0.01764655,0.00500838,0.01263817,0.07862148,0.01880018,0.05982130,0.06079568,0.01117816,0.04961752,0.06079568,0.01117816,0.04961752
child,logreg,histbin,4,290,0.48275862,0.99310345,0.99310345,0.00000000,0.99333333,0.99309524,-0.00023810,1.00000000,0.99285714,-0.00714286,0.98666667,0.99333333,0.00666667,0.99985714,0.99307143,-0.00678571,0.99984838,0.98916293,-0.01068545,0.01701472,0.00695043,0.01006429,0.07668748,0.24903737,-0.17234990,0.05776013,0.00646552,0.05129462,0.05776013,0.00732759,0.05043255
child,logreg,histbin,5,290,0.48275862,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.01528736,0.00161076,0.01367660,0.07320990,0.00627706,0.06693284,0.06348869,0.00525452,0.05823418,0.06348869,0.00525452,0.05823418
child,logreg,histbin,6,290,0.48275862,0.99655172,1.00000000,0.00344828,0.99666667,1.00000000,0.00333333,1.00000000,1.00000000,0.00000000,0.99333333,1.00000000,0.00666667,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.01361479,0.00220307,0.01141173,0.06824273,0.00680718,0.06143556,0.05594949,0.00517241,0.05077708,0.05594949,0.00517241,0.05077708
child,logreg,histbin,7,290,0.48275862,0.98965517,0.98965517,0.00000000,0.99000000,0.99000000,0.00000000,1.00000000,1.00000000,0.00000000,0.98000000,0.98000000,0.00000000,0.99961905,0.99323810,-0.00638095,0.99959214,0.98571716,-0.01387498,0.01574646,0.00788633,0.00786013,0.07320144,0.25218553,-0.17898408,0.05331117,0.00823755,0.04507363,0.05331117,0.00977011,0.04354106
child,logreg,histbin,8,290,0.48275862,0.99655172,0.98965517,-0.00689655,0.99666667,0.98952381,-0.00714286,1.00000000,0.98571429,-0.01428571,0.99333333,0.99333333,0.00000000,0.99985714,0.98933333,-0.01052381,0.99984693,0.98551937,-0.01432757,0.01651621,0.01085441,0.00566180,0.07548152,0.37580246,-0.30032094,0.05393478,0.01183908,0.04209570,0.06171823,0.01298851,0.04872972
child,logreg,histbin,9,290,0.48275862,0.99310345,0.99655172,0.00344828,0.99333333,0.99666667,0.00333333,1.00000000,1.00000000,0.00000000,0.98666667,0.99333333,0.00666667,1.00000000,0.99659524,-0.00340476,1.00000000,0.99275693,-0.00724307,0.01656031,0.00364742,0.01291289,0.07565562,0.12588595,-0.05023032,0.06033919,0.00334218,0.05699701,0.06033919,0.00334218,0.05699701
child,logreg,isotonic,0,290,0.48275862,0.98620690,0.99655172,0.01034483,0.98666667,0.99666667,0.01000000,1.00000000,1.00000000,0.00000000,0.97333333,0.99333333,0.02000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.01580546,0.00377365,0.01203182,0.07333417,0.01048984,0.06284433,0.06267400,0.00683093,0.05584307,0.06267400,0.00683093,0.05584307
child,logreg,isotonic,1,290,0.48275862,0.98965517,0.99655172,0.00689655,0.99000000,0.99666667,0.00666667,1.00000000,1.00000000,0.00000000,0.98000000,0.99333333,0.01333333,1.00000000,0.99995238,-0.00004762,1.00000000,0.99994934,-0.00005066,0.01611137,0.00358914,0.01252223,0.07437305,0.01125274,0.06312031,0.06361603,0.00743346,0.05618257,0.06361603,0.00743346,0.05618257
child,logreg,isotonic,2,290,0.48275862,0.99310345,1.00000000,0.00689655,0.99333333,1.00000000,0.00666667,1.00000000,1.00000000,0.00000000,0.98666667,1.00000000,0.01333333,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.01485048,0.00038177,0.01446871,0.07146241,0.00231802,0.06914440,0.06193378,0.00209519,0.05983859,0.06193378,0.00209519,0.05983859
child,logreg,isotonic,3,290,0.48275862,0.99310345,0.99655172,0.00344828,0.99333333,0.99666667,0.00333333,1.00000000,1.00000000,0.00000000,0.98666667,0.99333333,0.00666667,0.99990476,0.99995238,0.00004762,0.99989832,0.99989868,0.00000036,0.01764655,0.00452260,0.01312395,0.07862148,0.01612068,0.06250080,0.06079568,0.00877177,0.05202392,0.06079568,0.00877177,0.05202392
child,logreg,isotonic,4,290,0.48275862,0.99310345,0.99310345,0.00000000,0.99333333,0.99309524,-0.00023810,1.00000000,0.99285714,-0.00714286,0.98666667,0.99333333,0.00666667,0.99985714,0.99657143,-0.00328571,0.99984838,0.99275691,-0.00709147,0.01701472,0.00757788,0.00943684,0.07668748,0.13835007,-0.06166259,0.05776013,0.00791362,0.04984651,0.05776013,0.00904804,0.04871209
child,logreg,isotonic,5,290,0.48275862,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.01528736,0.00156685,0.01372051,0.07320990,0.00604018,0.06716972,0.06348869,0.00502328,0.05846542,0.06348869,0.00502328,0.05846542
child,logreg,isotonic,6,290,0.48275862,0.99655172,0.99310345,-0.00344828,0.99666667,0.99285714,-0.00380952,1.00000000,0.98571429,-0.01428571,0.99333333,1.00000000,0.00666667,1.00000000,0.99640476,-0.00359524,1.00000000,0.99630542,-0.00369458,0.01361479,0.00525483,0.00835997,0.06824273,0.12922795,-0.06098522,0.05594949,0.00464188,0.05130761,0.05594949,0.00464188,0.05130761
child,logreg,isotonic,7,290,0.48275862,0.98965517,0.98965517,0.00000000,0.99000000,0.99000000,0.00000000,1.00000000,1.00000000,0.00000000,0.98000000,0.98000000,0.00000000,0.99961905,0.99323810,-0.00638095,0.99959214,0.98571716,-0.01387498,0.01574646,0.00778927,0.00795719,0.07320144,0.25144290,-0.17824145,0.05331117,0.00816092,0.04515025,0.05331117,0.00816092,0.04515025
